obcina,leto,delez_migrantov,delez_migrantov_moski,delez_migrantov_zenske,delez_lokalnih_delavcev,delez_lokalnih_delavcev_moski,delez_lokalnih_delavcev_zenske
Vrhnika,2000,58.2,57.6,59.0,41.8,42.4,41.0
Vrhnika,2001,59.5,58.7,60.3,40.5,41.3,39.7
Vrhnika,2002,60.0,59.4,60.8,40.0,40.6,39.2
Vrhnika,2003,61.2,61.1,61.4,38.8,38.9,38.6
Vrhnika,2004,62.7,61.9,63.7,37.3,38.1,36.3
Vrhnika,2005,63.5,62.4,64.8,36.5,37.6,35.2
Vrhnika,2006,64.2,63.1,65.4,35.8,36.9,34.6
Vrhnika,2007,63.0,62.5,63.6,37.0,37.5,36.4
Vrhnika,2008,64.5,63.4,65.9,35.5,36.6,34.1
Vrhnika,2009,68.9,66.6,71.6,31.1,33.4,28.4
Vrhnika,2010,69.4,67.3,72.0,30.6,32.7,28.0
Vrhnika,2011,70.1,68.0,72.5,29.9,32.0,27.5
Vrhnika,2012,71.1,68.8,73.8,28.9,31.2,26.2
Vrhnika,2013,70.1,67.7,72.9,29.9,32.3,27.1
Vrhnika,2014,70.3,68.6,72.3,29.7,31.4,27.7
Vrhnika,2015,70.6,69.1,72.3,29.4,30.9,27.7
Vrhnika,2016,70.0,68.2,72.0,30.0,31.8,28.0
Vrhnika,2017,70.3,68.1,72.8,29.7,31.9,27.2
Vrhnika,2018,70.6,68.4,73.1,29.4,31.6,26.9
Vrhnika,2019,70.8,68.5,73.5,29.2,31.5,26.5
Vuzenica,2000,69.8,66.6,73.9,30.2,33.4,26.1
Vuzenica,2001,70.3,67.0,74.5,29.7,33.0,25.5
Vuzenica,2002,70.2,66.3,75.4,29.8,33.7,24.6
Vuzenica,2003,71.7,67.9,76.8,28.3,32.1,23.2
Vuzenica,2004,73.1,70.0,77.2,26.9,30.0,22.8
Vuzenica,2005,72.4,70.2,75.4,27.6,29.8,24.6
Vuzenica,2006,72.2,70.4,74.8,27.8,29.6,25.2
Vuzenica,2007,72.5,70.2,75.6,27.5,29.8,24.4
Vuzenica,2008,72.8,70.1,76.6,27.2,29.9,23.4
Vuzenica,2009,72.2,69.2,76.4,27.8,30.8,23.6
Vuzenica,2010,72.3,70.3,75.2,27.7,29.7,24.8
Vuzenica,2011,72.6,70.9,75.1,27.4,29.1,24.9
Vuzenica,2012,72.1,70.4,74.3,27.9,29.6,25.7
Vuzenica,2013,72.3,71.4,73.5,27.7,28.6,26.5
Vuzenica,2014,71.6,69.8,74.1,28.4,30.2,25.9
Vuzenica,2015,79.7,78.9,80.7,20.3,21.1,19.3
Vuzenica,2016,78.6,77.7,79.7,21.4,22.3,20.3
Vuzenica,2017,79.0,77.3,80.9,21.0,22.7,19.1
Vuzenica,2018,79.2,77.3,81.4,20.8,22.7,18.6
Vuzenica,2019,78.9,76.6,81.5,21.1,23.4,18.5
Zagorje ob Savi,2000,41.4,46.0,35.9,58.6,54.0,64.1
Zagorje ob Savi,2001,42.2,46.5,37.2,57.8,53.5,62.8
Zagorje ob Savi,2002,44.2,47.7,40.0,55.8,52.3,60.0
Zagorje ob Savi,2003,44.8,48.0,40.9,55.2,52.0,59.1
Zagorje ob Savi,2004,45.6,48.6,42.0,54.4,51.4,58.0
Zagorje ob Savi,2005,47.0,49.6,43.7,53.0,50.4,56.3
Zagorje ob Savi,2006,47.7,50.2,44.5,52.3,49.8,55.5
Zagorje ob Savi,2007,48.5,51.0,45.3,51.5,49.0,54.7
Zagorje ob Savi,2008,49.8,51.7,47.4,50.2,48.3,52.6
Zagorje ob Savi,2009,51.0,52.8,48.9,49.0,47.2,51.1
Zagorje ob Savi,2010,52.3,53.5,51.0,47.7,46.5,49.0
Zagorje ob Savi,2011,52.9,54.0,51.6,47.1,46.0,48.4
Zagorje ob Savi,2012,53.1,53.9,52.2,46.9,46.1,47.8
Zagorje ob Savi,2013,53.8,55.1,52.4,46.2,44.9,47.6
Zagorje ob Savi,2014,55.1,56.7,53.3,44.9,43.3,46.7
Zagorje ob Savi,2015,55.7,57.7,53.4,44.3,42.3,46.6
Zagorje ob Savi,2016,57.3,59.5,54.9,42.7,40.5,45.1
Zagorje ob Savi,2017,58.3,60.0,56.5,41.7,40.0,43.5
Zagorje ob Savi,2018,58.7,61.0,56.2,41.3,39.0,43.8
Zagorje ob Savi,2019,59.4,61.2,57.2,40.6,38.8,42.8
Zavrč,2000,83.9,84.8,82.2,16.1,15.2,17.8
Zavrč,2001,84.5,85.4,83.0,15.5,14.6,17.0
Zavrč,2002,88.5,88.4,88.6,11.5,11.6,11.4
Zavrč,2003,89.9,90.4,89.2,10.1,9.6,10.8
Zavrč,2004,90.1,90.1,90.1,9.9,9.9,9.9
Zavrč,2005,90.0,90.5,89.1,10.0,9.5,10.9
Zavrč,2006,91.8,92.2,91.3,8.2,7.8,8.7
Zavrč,2007,92.5,93.1,91.4,7.5,6.9,8.6
Zavrč,2008,92.2,93.2,90.4,7.8,6.8,9.6
Zavrč,2009,91.2,92.3,89.3,8.8,7.7,10.7
Zavrč,2010,91.2,92.5,89.4,8.8,7.5,10.6
Zavrč,2011,89.0,90.2,87.2,11.0,9.8,12.8
Zavrč,2012,87.8,88.7,86.6,12.2,11.3,13.4
Zavrč,2013,86.1,85.7,86.5,13.9,14.3,13.5
Zavrč,2014,87.3,85.6,90.2,12.7,14.4,9.8
Zavrč,2015,86.1,84.8,88.2,13.9,15.2,11.8
Zavrč,2016,88.7,88.9,88.3,11.3,11.1,11.7
Zavrč,2017,85.0,83.3,88.4,15.0,16.7,11.6
Zavrč,2018,82.5,78.8,89.1,17.5,21.2,10.9
Zavrč,2019,86.5,84.7,89.4,13.5,15.3,10.6
Zreče,2000,32.7,29.9,36.2,67.3,70.1,63.8
Zreče,2001,33.2,29.9,37.2,66.8,70.1,62.8
Zreče,2002,33.3,29.6,37.7,66.7,70.4,62.3
Zreče,2003,33.3,30.6,36.6,66.7,69.4,63.4
Zreče,2004,34.3,32.1,37.1,65.7,67.9,62.9
Zreče,2005,35.2,32.8,38.0,64.8,67.2,62.0
Zreče,2006,36.7,34.0,40.0,63.3,66.0,60.0
Zreče,2007,38.7,37.2,40.7,61.3,62.8,59.3
Zreče,2008,38.5,36.6,41.1,61.5,63.4,58.9
Zreče,2009,39.7,36.4,44.0,60.3,63.6,56.0
Zreče,2010,42.3,38.0,47.9,57.7,62.0,52.1
Zreče,2011,42.6,38.5,47.8,57.4,61.5,52.2
Zreče,2012,43.2,39.4,48.3,56.8,60.6,51.7
Zreče,2013,43.2,38.5,49.5,56.8,61.5,50.5
Zreče,2014,44.6,40.5,50.0,55.4,59.5,50.0
Zreče,2015,44.9,40.2,51.0,55.1,59.8,49.0
Zreče,2016,46.2,41.2,52.5,53.8,58.8,47.5
Zreče,2017,47.1,43.1,52.3,52.9,56.9,47.7
Zreče,2018,48.2,44.0,53.7,51.8,56.0,46.3
Zreče,2019,49.0,44.3,55.2,51.0,55.7,44.8
Črenšovci,2000,73.2,69.5,77.4,26.8,30.5,22.6
Črenšovci,2001,73.5,69.9,77.5,26.5,30.1,22.5
Črenšovci,2002,73.5,70.4,77.2,26.5,29.6,22.8
Črenšovci,2003,74.7,72.1,77.8,25.3,27.9,22.2
Črenšovci,2004,73.6,71.5,76.3,26.4,28.5,23.7
Črenšovci,2005,73.7,72.1,75.6,26.3,27.9,24.4
Črenšovci,2006,72.3,70.8,74.4,27.7,29.2,25.6
Črenšovci,2007,74.2,73.0,75.8,25.8,27.0,24.2
Črenšovci,2008,75.0,73.0,77.5,25.0,27.0,22.5
Črenšovci,2009,71.8,69.1,75.5,28.2,30.9,24.5
Črenšovci,2010,74.4,71.7,77.9,25.6,28.3,22.1
Črenšovci,2011,75.9,73.8,78.7,24.1,26.2,21.3
Črenšovci,2012,76.1,74.2,78.5,23.9,25.8,21.5
Črenšovci,2013,75.1,74.2,76.2,24.9,25.8,23.8
Črenšovci,2014,73.3,72.0,75.0,26.7,28.0,25.0
Črenšovci,2015,76.2,74.0,78.6,23.8,26.0,21.4
Črenšovci,2016,76.3,74.6,78.3,23.7,25.4,21.7
Črenšovci,2017,77.6,76.4,79.1,22.4,23.6,20.9
Črenšovci,2018,78.0,76.6,79.5,22.0,23.4,20.5
Črenšovci,2019,77.1,75.5,79.0,22.9,24.5,21.0
Črna na Koroškem,2000,68.2,72.9,62.4,31.8,27.1,37.6
Črna na Koroškem,2001,70.0,74.1,64.8,30.0,25.9,35.2
Črna na Koroškem,2002,69.3,72.9,64.6,30.7,27.1,35.4
Črna na Koroškem,2003,69.5,74.0,63.5,30.5,26.0,36.5
Črna na Koroškem,2004,67.6,71.2,63.0,32.4,28.8,37.0
Črna na Koroškem,2005,67.9,72.8,61.6,32.1,27.2,38.4
Črna na Koroškem,2006,67.7,72.2,61.8,32.3,27.8,38.2
Črna na Koroškem,2007,69.5,74.2,63.8,30.5,25.8,36.2
Črna na Koroškem,2008,69.1,74.4,62.4,30.9,25.6,37.6
Črna na Koroškem,2009,66.9,73.4,59.1,33.1,26.6,40.9
Črna na Koroškem,2010,66.2,73.6,56.7,33.8,26.4,43.3
Črna na Koroškem,2011,66.9,74.7,56.8,33.1,25.3,43.2
Črna na Koroškem,2012,67.1,74.8,57.0,32.9,25.2,43.0
Črna na Koroškem,2013,68.6,77.6,56.9,31.4,22.4,43.1
Črna na Koroškem,2014,69.2,78.2,58.1,30.8,21.8,41.9
Črna na Koroškem,2015,69.7,78.0,59.2,30.3,22.0,40.8
Črna na Koroškem,2016,70.7,79.3,60.0,29.3,20.7,40.0
Črna na Koroškem,2017,71.7,79.7,62.2,28.3,20.3,37.8
Črna na Koroškem,2018,72.1,79.1,63.8,27.9,20.9,36.2
Črna na Koroškem,2019,72.6,80.4,63.7,27.4,19.6,36.3
Črnomelj,2000,27.8,25.4,30.7,72.2,74.6,69.3
Črnomelj,2001,27.8,24.1,32.2,72.2,75.9,67.8
Črnomelj,2002,27.9,24.1,32.4,72.1,75.9,67.6
Črnomelj,2003,29.3,25.1,34.5,70.7,74.9,65.5
Črnomelj,2004,31.4,27.9,35.7,68.6,72.1,64.3
Črnomelj,2005,33.6,29.5,39.0,66.4,70.5,61.0
Črnomelj,2006,35.2,31.1,40.6,64.8,68.9,59.4
Črnomelj,2007,36.4,33.9,39.7,63.6,66.1,60.3
Črnomelj,2008,36.8,34.4,40.1,63.2,65.6,59.9
Črnomelj,2009,39.4,38.7,40.3,60.6,61.3,59.7
Črnomelj,2010,40.1,40.2,39.8,59.9,59.8,60.2
Črnomelj,2011,39.5,40.4,38.4,60.5,59.6,61.6
Črnomelj,2012,43.1,45.8,39.6,56.9,54.2,60.4
Črnomelj,2013,42.6,44.9,39.4,57.4,55.1,60.6
Črnomelj,2014,47.5,50.8,42.8,52.5,49.2,57.2
Črnomelj,2015,47.8,50.9,43.6,52.2,49.1,56.4
Črnomelj,2016,48.6,52.0,44.1,51.4,48.0,55.9
Črnomelj,2017,50.5,54.1,45.7,49.5,45.9,54.3
Črnomelj,2018,50.5,53.3,46.9,49.5,46.7,53.1
Črnomelj,2019,48.9,51.0,46.3,51.1,49.0,53.7
Šalovci,2000,86.8,91.7,80.8,13.2,8.3,19.2
Šalovci,2001,86.0,90.7,80.7,14.0,9.3,19.3
Šalovci,2002,85.9,91.0,80.1,14.1,9.0,19.9
Šalovci,2003,85.9,90.0,81.1,14.1,10.0,18.9
Šalovci,2004,86.4,89.8,82.5,13.6,10.2,17.5
Šalovci,2005,85.5,89.1,81.0,14.5,10.9,19.0
Šalovci,2006,83.5,87.1,78.9,16.5,12.9,21.1
Šalovci,2007,84.7,88.2,80.1,15.3,11.8,19.9
Šalovci,2008,83.2,85.3,80.1,16.8,14.7,19.9
Šalovci,2009,82.1,83.9,79.7,17.9,16.1,20.3
Šalovci,2010,81.0,81.5,80.3,19.0,18.5,19.7
Šalovci,2011,82.4,82.4,82.4,17.6,17.6,17.6
Šalovci,2012,81.4,80.2,82.9,18.6,19.8,17.1
Šalovci,2013,81.1,79.7,83.0,18.9,20.3,17.0
Šalovci,2014,80.0,79.5,80.6,20.0,20.5,19.4
Šalovci,2015,79.0,78.8,79.1,21.0,21.2,20.9
Šalovci,2016,81.4,80.2,83.2,18.6,19.8,16.8
Šalovci,2017,84.3,84.4,84.2,15.7,15.6,15.8
Šalovci,2018,83.5,84.3,82.4,16.5,15.7,17.6
Šalovci,2019,84.2,84.3,84.1,15.8,15.7,15.9
Šempeter - Vrtojba,2000,63.7,61.6,66.0,36.3,38.4,34.0
Šempeter - Vrtojba,2001,63.0,59.8,66.5,37.0,40.2,33.5
Šempeter - Vrtojba,2002,62.6,59.9,65.6,37.4,40.1,34.4
Šempeter - Vrtojba,2003,61.9,59.2,64.9,38.1,40.8,35.1
Šempeter - Vrtojba,2004,62.2,59.6,65.1,37.8,40.4,34.9
Šempeter - Vrtojba,2005,62.9,61.0,65.1,37.1,39.0,34.9
Šempeter - Vrtojba,2006,63.3,61.6,65.2,36.7,38.4,34.8
Šempeter - Vrtojba,2007,63.7,61.0,66.9,36.3,39.0,33.1
Šempeter - Vrtojba,2008,63.9,60.7,67.9,36.1,39.3,32.1
Šempeter - Vrtojba,2009,65.2,63.3,67.5,34.8,36.7,32.5
Šempeter - Vrtojba,2010,65.3,62.6,68.5,34.7,37.4,31.5
Šempeter - Vrtojba,2011,65.7,62.9,69.0,34.3,37.1,31.0
Šempeter - Vrtojba,2012,63.8,60.4,67.7,36.2,39.6,32.3
Šempeter - Vrtojba,2013,62.9,59.5,66.9,37.1,40.5,33.1
Šempeter - Vrtojba,2014,64.5,60.9,68.8,35.5,39.1,31.2
Šempeter - Vrtojba,2015,64.4,61.2,68.2,35.6,38.8,31.8
Šempeter - Vrtojba,2016,63.7,60.6,67.3,36.3,39.4,32.7
Šempeter - Vrtojba,2017,63.2,59.7,67.4,36.8,40.3,32.6
Šempeter - Vrtojba,2018,63.3,58.2,69.2,36.7,41.8,30.8
Šempeter - Vrtojba,2019,64.0,60.2,68.7,36.0,39.8,31.3
Šentilj,2000,40.9,43.7,37.3,59.1,56.3,62.7
Šentilj,2001,42.0,45.0,38.2,58.0,55.0,61.8
Šentilj,2002,44.8,47.5,41.5,55.2,52.5,58.5
Šentilj,2003,48.5,50.1,46.4,51.5,49.9,53.6
Šentilj,2004,51.0,53.3,48.0,49.0,46.7,52.0
Šentilj,2005,53.2,55.2,50.7,46.8,44.8,49.3
Šentilj,2006,56.1,57.9,53.7,43.9,42.1,46.3
Šentilj,2007,58.0,60.3,55.2,42.0,39.7,44.8
Šentilj,2008,60.5,63.0,57.4,39.5,37.0,42.6
Šentilj,2009,60.4,62.1,58.3,39.6,37.9,41.7
Šentilj,2010,61.3,62.8,59.4,38.7,37.2,40.6
Šentilj,2011,60.4,61.2,59.5,39.6,38.8,40.5
Šentilj,2012,60.7,60.7,60.8,39.3,39.3,39.2
Šentilj,2013,60.8,60.9,60.7,39.2,39.1,39.3
Šentilj,2014,61.4,61.4,61.4,38.6,38.6,38.6
Šentilj,2015,61.6,62.1,60.9,38.4,37.9,39.1
Šentilj,2016,62.7,63.7,61.6,37.3,36.3,38.4
Šentilj,2017,64.2,65.0,63.3,35.8,35.0,36.7
Šentilj,2018,64.7,65.0,64.4,35.3,35.0,35.6
Šentilj,2019,65.8,66.3,65.2,34.2,33.7,34.8
Šentjernej,2000,62.4,67.2,56.8,37.6,32.8,43.2
Šentjernej,2001,63.6,67.4,59.0,36.4,32.6,41.0
Šentjernej,2002,63.1,67.0,58.3,36.9,33.0,41.7
Šentjernej,2003,62.1,66.0,57.5,37.9,34.0,42.5
Šentjernej,2004,62.8,66.0,58.9,37.2,34.0,41.1
Šentjernej,2005,63.7,65.7,61.3,36.3,34.3,38.7
Šentjernej,2006,64.3,65.8,62.5,35.7,34.2,37.5
Šentjernej,2007,64.6,65.9,63.0,35.4,34.1,37.0
Šentjernej,2008,65.9,66.7,64.8,34.1,33.3,35.2
Šentjernej,2009,66.6,66.8,66.4,33.4,33.2,33.6
Šentjernej,2010,68.4,68.0,68.9,31.6,32.0,31.1
Šentjernej,2011,68.6,67.9,69.5,31.4,32.1,30.5
Šentjernej,2012,68.3,66.8,70.1,31.7,33.2,29.9
Šentjernej,2013,68.6,66.7,71.0,31.4,33.3,29.0
Šentjernej,2014,69.1,67.6,70.9,30.9,32.4,29.1
Šentjernej,2015,68.8,67.2,70.7,31.2,32.8,29.3
Šentjernej,2016,67.9,66.2,69.9,32.1,33.8,30.1
Šentjernej,2017,68.3,67.3,69.5,31.7,32.7,30.5
Šentjernej,2018,68.9,67.4,70.7,31.1,32.6,29.3
Šentjernej,2019,69.7,68.3,71.4,30.3,31.7,28.6
Šentjur,2000,54.7,56.7,52.1,45.3,43.3,47.9
Šentjur,2001,56.5,57.7,54.8,43.5,42.3,45.2
Šentjur,2002,57.9,59.1,56.2,42.1,40.9,43.8
Šentjur,2003,58.6,59.7,57.1,41.4,40.3,42.9
Šentjur,2004,59.4,60.9,57.3,40.6,39.1,42.7
Šentjur,2005,60.2,61.4,58.5,39.8,38.6,41.5
Šentjur,2006,60.8,62.0,59.1,39.2,38.0,40.9
Šentjur,2007,61.7,62.4,60.8,38.3,37.6,39.2
Šentjur,2008,62.0,62.6,61.4,38.0,37.4,38.6
Šentjur,2009,62.7,63.4,61.9,37.3,36.6,38.1
Šentjur,2010,63.8,64.9,62.3,36.2,35.1,37.7
Šentjur,2011,64.8,66.0,63.4,35.2,34.0,36.6
Šentjur,2012,65.5,67.6,62.9,34.5,32.4,37.1
Šentjur,2013,64.9,66.8,62.6,35.1,33.2,37.4
Šentjur,2014,65.7,67.1,64.0,34.3,32.9,36.0
Šentjur,2015,65.6,67.5,63.4,34.4,32.5,36.6
Šentjur,2016,66.4,67.8,64.8,33.6,32.2,35.2
Šentjur,2017,66.6,67.2,65.8,33.4,32.8,34.2
Šentjur,2018,66.1,66.4,65.8,33.9,33.6,34.2
Šentjur,2019,66.7,67.0,66.2,33.3,33.0,33.8
Šentrupert,2007,75.6,69.5,83.5,24.4,30.5,16.5
Šentrupert,2008,74.5,68.7,82.1,25.5,31.3,17.9
Šentrupert,2009,74.4,69.2,81.5,25.6,30.8,18.5
Šentrupert,2010,73.5,69.3,79.7,26.5,30.7,20.3
Šentrupert,2011,74.4,69.8,80.7,25.6,30.2,19.3
Šentrupert,2012,74.8,70.1,81.4,25.2,29.9,18.6
Šentrupert,2013,73.9,69.2,80.3,26.1,30.8,19.7
Šentrupert,2014,75.2,70.7,81.2,24.8,29.3,18.8
Šentrupert,2015,74.8,69.4,82.1,25.2,30.6,17.9
Šentrupert,2016,75.4,70.2,82.3,24.6,29.8,17.7
Šentrupert,2017,75.7,69.9,83.1,24.3,30.1,16.9
Šentrupert,2018,75.1,70.8,81.0,24.9,29.2,19.0
Šentrupert,2019,73.7,68.3,81.0,26.3,31.7,19.0
Šenčur,2000,84.6,82.6,86.8,15.4,17.4,13.2
Šenčur,2001,84.6,82.5,87.1,15.4,17.5,12.9
Šenčur,2002,84.5,82.5,86.7,15.5,17.5,13.3
Šenčur,2003,84.1,82.4,86.1,15.9,17.6,13.9
Šenčur,2004,83.7,81.9,85.9,16.3,18.1,14.1
Šenčur,2005,83.3,81.8,85.1,16.7,18.2,14.9
Šenčur,2006,82.9,80.8,85.3,17.1,19.2,14.7
Šenčur,2007,81.7,79.3,84.5,18.3,20.7,15.5
Šenčur,2008,80.6,77.6,84.2,19.4,22.4,15.8
Šenčur,2009,79.7,76.2,84.3,20.3,23.8,15.7
Šenčur,2010,79.3,75.7,83.8,20.7,24.3,16.2
Šenčur,2011,78.5,75.2,82.4,21.5,24.8,17.6
Šenčur,2012,78.2,75.0,81.9,21.8,25.0,18.1
Šenčur,2013,77.4,74.1,81.2,22.6,25.9,18.8
Šenčur,2014,77.0,73.8,80.9,23.0,26.2,19.1
Šenčur,2015,76.8,73.3,80.9,23.2,26.7,19.1
Šenčur,2016,76.9,73.4,81.0,23.1,26.6,19.0
Šenčur,2017,77.9,74.9,81.3,22.1,25.1,18.7
Šenčur,2018,78.9,76.1,82.2,21.1,23.9,17.8
Šenčur,2019,78.5,75.3,82.4,21.5,24.7,17.6
Škocjan,2000,75.2,70.7,81.3,24.8,29.3,18.7
Škocjan,2001,76.8,72.3,83.1,23.2,27.7,16.9
Škocjan,2002,77.4,74.1,81.9,22.6,25.9,18.1
Škocjan,2003,77.4,74.0,82.1,22.6,26.0,17.9
Škocjan,2004,78.6,75.0,83.5,21.4,25.0,16.5
Škocjan,2005,79.4,76.7,83.2,20.6,23.3,16.8
Škocjan,2006,79.4,76.3,83.6,20.6,23.7,16.4
Škocjan,2007,81.0,78.4,84.4,19.0,21.6,15.6
Škocjan,2008,81.2,78.5,84.9,18.8,21.5,15.1
Škocjan,2009,81.1,78.4,84.9,18.9,21.6,15.1
Škocjan,2010,80.9,77.5,85.6,19.1,22.5,14.4
Škocjan,2011,81.2,78.6,84.5,18.8,21.4,15.5
Škocjan,2012,81.2,79.6,83.3,18.8,20.4,16.7
Škocjan,2013,80.4,78.3,83.1,19.6,21.7,16.9
Škocjan,2014,81.1,78.9,83.8,18.9,21.1,16.2
Škocjan,2015,81.5,79.6,83.8,18.5,20.4,16.2
Škocjan,2016,81.9,79.7,84.7,18.1,20.3,15.3
Škocjan,2017,83.5,81.9,85.5,16.5,18.1,14.5
Škocjan,2018,83.9,82.0,86.3,16.1,18.0,13.7
Škocjan,2019,83.7,81.5,86.4,16.3,18.5,13.6
Škofja Loka,2000,43.1,43.6,42.4,56.9,56.4,57.6
Škofja Loka,2001,43.4,43.6,43.2,56.6,56.4,56.8
Škofja Loka,2002,44.9,44.3,45.7,55.1,55.7,54.3
Škofja Loka,2003,46.0,45.2,47.0,54.0,54.8,53.0
Škofja Loka,2004,47.6,46.7,48.6,52.4,53.3,51.4
Škofja Loka,2005,49.6,48.2,51.4,50.4,51.8,48.6
Škofja Loka,2006,50.7,49.3,52.4,49.3,50.7,47.6
Škofja Loka,2007,52.0,50.5,53.8,48.0,49.5,46.2
Škofja Loka,2008,54.1,53.0,55.3,45.9,47.0,44.7
Škofja Loka,2009,56.5,55.3,58.0,43.5,44.7,42.0
Škofja Loka,2010,56.7,54.6,59.2,43.3,45.4,40.8
Škofja Loka,2011,56.6,54.4,59.2,43.4,45.6,40.8
Škofja Loka,2012,56.5,53.9,59.4,43.5,46.1,40.6
Škofja Loka,2013,56.1,53.4,59.2,43.9,46.6,40.8
Škofja Loka,2014,56.1,53.9,58.7,43.9,46.1,41.3
Škofja Loka,2015,55.8,53.0,59.0,44.2,47.0,41.0
Škofja Loka,2016,56.5,54.1,59.1,43.5,45.9,40.9
Škofja Loka,2017,56.7,54.3,59.4,43.3,45.7,40.6
Škofja Loka,2018,56.6,53.8,59.9,43.4,46.2,40.1
Škofja Loka,2019,57.0,54.5,59.8,43.0,45.5,40.2
Škofljica,2000,82.5,79.0,86.3,17.5,21.0,13.7
Škofljica,2001,82.2,78.5,86.2,17.8,21.5,13.8
Škofljica,2002,81.8,77.7,86.3,18.2,22.3,13.7
Škofljica,2003,82.2,78.4,86.4,17.8,21.6,13.6
Škofljica,2004,82.1,78.3,86.4,17.9,21.7,13.6
Škofljica,2005,82.1,77.9,86.9,17.9,22.1,13.1
Škofljica,2006,81.7,77.1,86.9,18.3,22.9,13.1
Škofljica,2007,81.7,76.4,87.6,18.3,23.6,12.4
Škofljica,2008,81.6,76.5,87.4,18.4,23.5,12.6
Škofljica,2009,81.7,77.4,86.6,18.3,22.6,13.4
Škofljica,2010,82.3,78.5,86.5,17.7,21.5,13.5
Škofljica,2011,81.6,77.4,86.3,18.4,22.6,13.7
Škofljica,2012,81.5,77.9,85.3,18.5,22.1,14.7
Škofljica,2013,81.5,78.0,85.3,18.5,22.0,14.7
Škofljica,2014,81.6,78.1,85.3,18.4,21.9,14.7
Škofljica,2015,81.6,78.2,85.4,18.4,21.8,14.6
Škofljica,2016,81.3,78.2,84.8,18.7,21.8,15.2
Škofljica,2017,81.9,78.9,85.1,18.1,21.1,14.9
Škofljica,2018,82.2,79.1,85.5,17.8,20.9,14.5
Škofljica,2019,82.2,79.3,85.5,17.8,20.7,14.5
Šmarje pri Jelšah,2000,68.5,71.8,64.2,31.5,28.2,35.8
Šmarje pri Jelšah,2001,68.3,72.3,63.0,31.7,27.7,37.0
Šmarje pri Jelšah,2002,68.9,72.5,64.0,31.1,27.5,36.0
Šmarje pri Jelšah,2003,69.3,73.2,64.1,30.7,26.8,35.9
Šmarje pri Jelšah,2004,68.2,71.5,63.9,31.8,28.5,36.1
Šmarje pri Jelšah,2005,68.8,71.7,64.8,31.2,28.3,35.2
Šmarje pri Jelšah,2006,69.2,71.6,66.1,30.8,28.4,33.9
Šmarje pri Jelšah,2007,70.5,72.3,68.1,29.5,27.7,31.9
Šmarje pri Jelšah,2008,71.0,72.6,68.9,29.0,27.4,31.1
Šmarje pri Jelšah,2009,70.8,72.0,69.1,29.2,28.0,30.9
Šmarje pri Jelšah,2010,70.3,71.4,68.9,29.7,28.6,31.1
Šmarje pri Jelšah,2011,70.6,72.0,68.9,29.4,28.0,31.1
Šmarje pri Jelšah,2012,69.7,71.0,68.0,30.3,29.0,32.0
Šmarje pri Jelšah,2013,69.6,71.0,67.8,30.4,29.0,32.2
Šmarje pri Jelšah,2014,69.2,69.8,68.5,30.8,30.2,31.5
Šmarje pri Jelšah,2015,69.1,69.9,68.3,30.9,30.1,31.7
Šmarje pri Jelšah,2016,69.4,70.5,68.2,30.6,29.5,31.8
Šmarje pri Jelšah,2017,69.9,70.0,69.6,30.1,30.0,30.4
Šmarje pri Jelšah,2018,70.2,70.0,70.3,29.8,30.0,29.7
Šmarje pri Jelšah,2019,70.9,70.1,71.8,29.1,29.9,28.2
Šmarješke Toplice,2007,80.3,81.4,79.0,19.7,18.6,21.0
Šmarješke Toplice,2008,80.1,80.6,79.5,19.9,19.4,20.5
Šmarješke Toplice,2009,80.8,81.6,79.8,19.2,18.4,20.2
Šmarješke Toplice,2010,78.8,79.0,78.5,21.2,21.0,21.5
Šmarješke Toplice,2011,78.8,78.7,79.0,21.2,21.3,21.0
Šmarješke Toplice,2012,78.8,78.1,79.5,21.2,21.9,20.5
Šmarješke Toplice,2013,78.1,77.4,79.0,21.9,22.6,21.0
Šmarješke Toplice,2014,78.8,78.6,79.1,21.2,21.4,20.9
Šmarješke Toplice,2015,77.4,75.7,79.3,22.6,24.3,20.7
Šmarješke Toplice,2016,76.7,74.9,78.7,23.3,25.1,21.3
Šmarješke Toplice,2017,77.3,75.5,79.4,22.7,24.5,20.6
Šmarješke Toplice,2018,78.0,76.9,79.3,22.0,23.1,20.7
Šmarješke Toplice,2019,78.5,77.2,80.1,21.5,22.8,19.9
Šmartno ob Paki,2000,86.9,87.2,86.6,13.1,12.8,13.4
Šmartno ob Paki,2001,89.2,89.3,89.2,10.8,10.7,10.8
Šmartno ob Paki,2002,78.4,78.6,78.2,21.6,21.4,21.8
Šmartno ob Paki,2003,79.4,79.5,79.3,20.6,20.5,20.7
Šmartno ob Paki,2004,80.2,80.2,80.3,19.8,19.8,19.7
Šmartno ob Paki,2005,80.5,79.7,81.5,19.5,20.3,18.5
Šmartno ob Paki,2006,80.7,80.5,81.1,19.3,19.5,18.9
Šmartno ob Paki,2007,81.5,82.1,80.9,18.5,17.9,19.1
Šmartno ob Paki,2008,82.8,82.5,83.1,17.2,17.5,16.9
Šmartno ob Paki,2009,86.3,87.5,84.6,13.7,12.5,15.4
Šmartno ob Paki,2010,84.3,84.2,84.4,15.7,15.8,15.6
Šmartno ob Paki,2011,85.3,84.8,86.1,14.7,15.2,13.9
Šmartno ob Paki,2012,86.4,86.2,86.6,13.6,13.8,13.4
