obcina,leto,delez_migrantov,delez_migrantov_moski,delez_migrantov_zenske,delez_lokalnih_delavcev,delez_lokalnih_delavcev_moski,delez_lokalnih_delavcev_zenske
Sveti Jurij ob Ščavnici,2011,78.9,76.8,81.6,21.1,23.2,18.4
Sveti Jurij ob Ščavnici,2012,80.4,78.5,82.7,19.6,21.5,17.3
Sveti Jurij ob Ščavnici,2013,80.0,78.7,81.7,20.0,21.3,18.3
Sveti Jurij ob Ščavnici,2014,77.3,75.9,79.3,22.7,24.1,20.7
Sveti Jurij ob Ščavnici,2015,79.6,78.7,80.7,20.4,21.3,19.3
Sveti Jurij ob Ščavnici,2016,78.9,79.1,78.6,21.1,20.9,21.4
Sveti Jurij ob Ščavnici,2017,80.5,79.6,81.5,19.5,20.4,18.5
Sveti Jurij ob Ščavnici,2018,80.7,79.8,81.7,19.3,20.2,18.3
Sveti Jurij ob Ščavnici,2019,81.8,80.6,83.2,18.2,19.4,16.8
Sveti Jurij v Slov. goricah,2007,89.0,89.5,88.2,11.0,10.5,11.8
Sveti Jurij v Slov. goricah,2008,88.6,89.0,87.9,11.4,11.0,12.1
Sveti Jurij v Slov. goricah,2009,87.0,87.1,87.0,13.0,12.9,13.0
Sveti Jurij v Slov. goricah,2010,86.8,86.9,86.7,13.2,13.1,13.3
Sveti Jurij v Slov. goricah,2011,87.1,87.1,87.0,12.9,12.9,13.0
Sveti Jurij v Slov. goricah,2012,87.1,87.1,87.2,12.9,12.9,12.8
Sveti Jurij v Slov. goricah,2013,87.0,86.4,87.8,13.0,13.6,12.2
Sveti Jurij v Slov. goricah,2014,85.7,85.4,85.9,14.3,14.6,14.1
Sveti Jurij v Slov. goricah,2015,86.9,86.7,87.2,13.1,13.3,12.8
Sveti Jurij v Slov. goricah,2016,87.2,86.7,87.9,12.8,13.3,12.1
Sveti Jurij v Slov. goricah,2017,88.2,86.8,89.7,11.8,13.2,10.3
Sveti Jurij v Slov. goricah,2018,86.9,85.5,88.5,13.1,14.5,11.5
Sveti Jurij v Slov. goricah,2019,86.6,85.3,88.0,13.4,14.7,12.0
Sveti Tomaž,2007,91.7,93.9,88.3,8.3,6.1,11.7
Sveti Tomaž,2008,91.0,93.3,87.6,9.0,6.7,12.4
Sveti Tomaž,2009,90.3,92.1,87.7,9.7,7.9,12.3
Sveti Tomaž,2010,90.0,91.1,88.4,10.0,8.9,11.6
Sveti Tomaž,2011,89.2,90.4,87.5,10.8,9.6,12.5
Sveti Tomaž,2012,89.6,91.2,87.7,10.4,8.8,12.3
Sveti Tomaž,2013,89.3,91.0,87.0,10.7,9.0,13.0
Sveti Tomaž,2014,89.5,91.6,86.9,10.5,8.4,13.1
Sveti Tomaž,2015,89.8,92.0,87.0,10.2,8.0,13.0
Sveti Tomaž,2016,90.8,92.5,88.7,9.2,7.5,11.3
Sveti Tomaž,2017,89.8,91.1,88.3,10.2,8.9,11.7
Sveti Tomaž,2018,90.7,91.7,89.6,9.3,8.3,10.4
Sveti Tomaž,2019,90.1,91.3,88.8,9.9,8.7,11.2
Tabor,2000,87.6,85.5,90.4,12.4,14.5,9.6
Tabor,2001,87.3,83.7,91.8,12.7,16.3,8.2
Tabor,2002,87.2,84.8,90.2,12.8,15.2,9.8
Tabor,2003,88.0,85.5,91.5,12.0,14.5,8.5
Tabor,2004,86.8,84.0,90.8,13.2,16.0,9.2
Tabor,2005,87.1,83.7,92.0,12.9,16.3,8.0
Tabor,2006,86.9,82.8,93.1,13.1,17.2,6.9
Tabor,2007,86.7,81.6,94.3,13.3,18.4,5.7
Tabor,2008,87.5,82.8,93.7,12.5,17.2,6.3
Tabor,2009,86.7,83.1,91.6,13.3,16.9,8.4
Tabor,2010,86.9,83.9,91.1,13.1,16.1,8.9
Tabor,2011,87.8,84.6,92.1,12.2,15.4,7.9
Tabor,2012,87.9,84.2,93.0,12.1,15.8,7.0
Tabor,2013,89.1,86.1,93.1,10.9,13.9,6.9
Tabor,2014,89.2,86.8,92.3,10.8,13.2,7.7
Tabor,2015,89.0,86.6,92.3,11.0,13.4,7.7
Tabor,2016,87.9,84.8,91.9,12.1,15.2,8.1
Tabor,2017,88.6,85.4,92.7,11.4,14.6,7.3
Tabor,2018,90.3,86.5,95.0,9.7,13.5,5.0
Tabor,2019,90.3,87.0,94.6,9.7,13.0,5.4
Tišina,2000,86.9,85.2,88.7,13.1,14.8,11.3
Tišina,2001,86.7,85.3,88.3,13.3,14.7,11.7
Tišina,2002,84.9,82.9,87.1,15.1,17.1,12.9
Tišina,2003,85.5,84.1,87.1,14.5,15.9,12.9
Tišina,2004,86.2,85.0,87.5,13.8,15.0,12.5
Tišina,2005,85.9,84.7,87.2,14.1,15.3,12.8
Tišina,2006,85.7,84.4,87.3,14.3,15.6,12.7
Tišina,2007,86.1,85.3,87.0,13.9,14.7,13.0
Tišina,2008,85.8,84.6,87.2,14.2,15.4,12.8
Tišina,2009,83.6,83.3,84.0,16.4,16.7,16.0
Tišina,2010,84.0,83.2,85.0,16.0,16.8,15.0
Tišina,2011,84.2,83.7,84.7,15.8,16.3,15.3
Tišina,2012,84.5,83.9,85.1,15.5,16.1,14.9
Tišina,2013,85.0,85.3,84.7,15.0,14.7,15.3
Tišina,2014,84.9,84.7,85.2,15.1,15.3,14.8
Tišina,2015,84.8,84.2,85.4,15.2,15.8,14.6
Tišina,2016,84.3,83.8,84.8,15.7,16.2,15.2
Tišina,2017,84.5,83.9,85.2,15.5,16.1,14.8
Tišina,2018,85.4,85.0,85.8,14.6,15.0,14.2
Tišina,2019,84.8,84.0,85.6,15.2,16.0,14.4
Tolmin,2000,29.0,35.4,21.1,71.0,64.6,78.9
Tolmin,2001,29.8,36.0,22.1,70.2,64.0,77.9
Tolmin,2002,30.0,35.1,23.6,70.0,64.9,76.4
Tolmin,2003,30.7,35.2,25.1,69.3,64.8,74.9
Tolmin,2004,31.5,35.6,26.3,68.5,64.4,73.7
Tolmin,2005,33.0,36.5,28.7,67.0,63.5,71.3
Tolmin,2006,34.1,37.2,30.0,65.9,62.8,70.0
Tolmin,2007,34.1,37.5,29.5,65.9,62.5,70.5
Tolmin,2008,33.9,36.5,30.4,66.1,63.5,69.6
Tolmin,2009,32.3,35.0,28.8,67.7,65.0,71.2
Tolmin,2010,33.4,35.6,30.7,66.6,64.4,69.3
Tolmin,2011,35.0,38.2,30.9,65.0,61.8,69.1
Tolmin,2012,34.6,38.7,29.3,65.4,61.3,70.7
Tolmin,2013,34.1,38.2,28.9,65.9,61.8,71.1
Tolmin,2014,34.4,38.2,29.7,65.6,61.8,70.3
Tolmin,2015,34.5,38.2,29.8,65.5,61.8,70.2
Tolmin,2016,35.1,38.1,31.2,64.9,61.9,68.8
Tolmin,2017,35.2,37.5,32.4,64.8,62.5,67.6
Tolmin,2018,39.8,41.6,37.6,60.2,58.4,62.4
Tolmin,2019,36.5,37.5,35.3,63.5,62.5,64.7
Trbovlje,2000,29.1,27.5,31.0,70.9,72.5,69.0
Trbovlje,2001,31.4,30.5,32.4,68.6,69.5,67.6
Trbovlje,2002,35.6,34.6,37.0,64.4,65.4,63.0
Trbovlje,2003,39.5,39.9,39.0,60.5,60.1,61.0
Trbovlje,2004,41.0,41.5,40.4,59.0,58.5,59.6
Trbovlje,2005,43.5,43.0,44.2,56.5,57.0,55.8
Trbovlje,2006,46.7,46.4,47.2,53.3,53.6,52.8
Trbovlje,2007,50.4,49.8,51.3,49.6,50.2,48.7
Trbovlje,2008,52.0,50.6,53.6,48.0,49.4,46.4
Trbovlje,2009,51.5,50.2,53.0,48.5,49.8,47.0
Trbovlje,2010,52.4,51.2,53.8,47.6,48.8,46.2
Trbovlje,2011,53.9,52.9,55.0,46.1,47.1,45.0
Trbovlje,2012,53.9,53.3,54.6,46.1,46.7,45.4
Trbovlje,2013,54.3,54.1,54.5,45.7,45.9,45.5
Trbovlje,2014,54.7,54.9,54.5,45.3,45.1,45.5
Trbovlje,2015,56.2,56.9,55.5,43.8,43.1,44.5
Trbovlje,2016,58.1,60.1,56.1,41.9,39.9,43.9
Trbovlje,2017,60.5,62.4,58.5,39.5,37.6,41.5
Trbovlje,2018,60.5,63.5,57.3,39.5,36.5,42.7
Trbovlje,2019,62.1,65.1,58.7,37.9,34.9,41.3
Trebnje,2000,39.0,40.7,36.9,61.0,59.3,63.1
Trebnje,2001,39.8,41.4,37.7,60.2,58.6,62.3
Trebnje,2002,41.0,42.7,38.8,59.0,57.3,61.2
Trebnje,2003,41.4,43.9,38.3,58.6,56.1,61.7
Trebnje,2004,43.2,45.9,39.6,56.8,54.1,60.4
Trebnje,2005,44.2,46.6,41.0,55.8,53.4,59.0
Trebnje,2006,44.6,46.3,42.3,55.4,53.7,57.7
Trebnje,2007,51.2,51.2,51.3,48.8,48.8,48.7
Trebnje,2008,53.1,53.6,52.3,46.9,46.4,47.7
Trebnje,2009,55.7,56.9,54.0,44.3,43.1,46.0
Trebnje,2010,56.9,56.5,57.5,43.1,43.5,42.5
Trebnje,2011,57.4,57.5,57.2,42.6,42.5,42.8
Trebnje,2012,59.3,58.6,60.3,40.7,41.4,39.7
Trebnje,2013,59.5,58.4,61.1,40.5,41.6,38.9
Trebnje,2014,60.6,59.8,61.6,39.4,40.2,38.4
Trebnje,2015,60.7,59.8,61.9,39.3,40.2,38.1
Trebnje,2016,61.6,61.1,62.4,38.4,38.9,37.6
Trebnje,2017,62.3,61.6,63.3,37.7,38.4,36.7
Trebnje,2018,62.2,60.9,63.9,37.8,39.1,36.1
Trebnje,2019,61.7,59.4,64.9,38.3,40.6,35.1
Trnovska vas,2000,93.2,93.4,92.9,6.8,6.6,7.1
Trnovska vas,2001,93.0,94.3,91.0,7.0,5.7,9.0
Trnovska vas,2002,91.3,92.3,89.7,8.7,7.7,10.3
Trnovska vas,2003,92.7,93.8,91.0,7.3,6.2,9.0
Trnovska vas,2004,90.4,89.9,91.2,9.6,10.1,8.8
Trnovska vas,2005,90.9,90.4,91.8,9.1,9.6,8.2
Trnovska vas,2006,90.1,88.8,92.1,9.9,11.2,7.9
Trnovska vas,2007,92.3,90.2,95.5,7.7,9.8,4.5
Trnovska vas,2008,91.1,90.2,92.5,8.9,9.8,7.5
Trnovska vas,2009,90.2,89.9,90.6,9.8,10.1,9.4
Trnovska vas,2010,88.8,87.6,90.4,11.2,12.4,9.6
Trnovska vas,2011,88.2,85.7,91.4,11.8,14.3,8.6
Trnovska vas,2012,89.4,85.9,93.8,10.6,14.1,6.2
Trnovska vas,2013,90.5,87.4,93.9,9.5,12.6,6.1
Trnovska vas,2014,89.3,87.6,91.7,10.7,12.4,8.3
Trnovska vas,2015,90.5,89.0,92.3,9.5,11.0,7.7
Trnovska vas,2016,90.1,88.1,92.5,9.9,11.9,7.5
Trnovska vas,2017,91.2,88.7,93.8,8.8,11.3,6.2
Trnovska vas,2018,91.8,90.0,93.6,8.2,10.0,6.4
Trnovska vas,2019,91.3,89.1,93.4,8.7,10.9,6.6
Trzin,2000,78.0,75.1,81.1,22.0,24.9,18.9
Trzin,2001,77.1,73.1,81.3,22.9,26.9,18.7
Trzin,2002,76.9,72.6,81.7,23.1,27.4,18.3
Trzin,2003,76.6,72.1,81.5,23.4,27.9,18.5
Trzin,2004,76.7,72.5,81.0,23.3,27.5,19.0
Trzin,2005,76.5,71.3,82.0,23.5,28.7,18.0
Trzin,2006,76.4,71.1,82.1,23.6,28.9,17.9
Trzin,2007,76.1,70.2,82.6,23.9,29.8,17.4
Trzin,2008,75.7,69.8,82.1,24.3,30.2,17.9
Trzin,2009,76.0,70.4,82.2,24.0,29.6,17.8
Trzin,2010,77.2,70.9,84.2,22.8,29.1,15.8
Trzin,2011,76.6,70.9,82.6,23.4,29.1,17.4
Trzin,2012,75.6,69.9,81.8,24.4,30.1,18.2
Trzin,2013,74.9,69.7,80.4,25.1,30.3,19.6
Trzin,2014,74.2,69.9,78.8,25.8,30.1,21.2
Trzin,2015,73.6,69.3,78.3,26.4,30.7,21.7
Trzin,2016,73.4,68.6,78.6,26.6,31.4,21.4
Trzin,2017,74.7,70.5,79.2,25.3,29.5,20.8
Trzin,2018,74.4,69.9,79.3,25.6,30.1,20.7
Trzin,2019,74.8,70.2,79.9,25.2,29.8,20.1
Tržič,2000,44.3,49.8,37.9,55.7,50.2,62.1
Tržič,2001,47.3,52.5,41.1,52.7,47.5,58.9
Tržič,2002,50.5,54.5,45.6,49.5,45.5,54.4
Tržič,2003,52.1,56.4,46.9,47.9,43.6,53.1
Tržič,2004,53.8,57.6,49.3,46.2,42.4,50.7
Tržič,2005,56.6,60.3,52.2,43.4,39.7,47.8
Tržič,2006,58.8,62.2,54.5,41.2,37.8,45.5
Tržič,2007,60.6,63.4,57.2,39.4,36.6,42.8
Tržič,2008,60.6,63.2,57.3,39.4,36.8,42.7
Tržič,2009,63.0,64.9,60.6,37.0,35.1,39.4
Tržič,2010,62.6,64.5,60.2,37.4,35.5,39.8
Tržič,2011,62.6,64.6,60.2,37.4,35.4,39.8
Tržič,2012,63.6,65.2,61.6,36.4,34.8,38.4
Tržič,2013,64.0,65.8,61.8,36.0,34.2,38.2
Tržič,2014,63.9,65.5,62.0,36.1,34.5,38.0
Tržič,2015,64.5,65.6,63.3,35.5,34.4,36.7
Tržič,2016,65.6,66.0,65.0,34.4,34.0,35.0
Tržič,2017,65.2,65.6,64.8,34.8,34.4,35.2
Tržič,2018,65.3,66.2,64.2,34.7,33.8,35.8
Tržič,2019,65.4,66.0,64.7,34.6,34.0,35.3
Turnišče,2000,56.1,64.3,46.8,43.9,35.7,53.2
Turnišče,2001,57.0,65.6,47.4,43.0,34.4,52.6
Turnišče,2002,56.8,65.9,46.6,43.2,34.1,53.4
Turnišče,2003,63.6,69.0,57.3,36.4,31.0,42.7
Turnišče,2004,82.7,84.5,80.1,17.3,15.5,19.9
Turnišče,2005,83.0,85.2,79.7,17.0,14.8,20.3
Turnišče,2006,73.3,78.5,66.4,26.7,21.5,33.6
Turnišče,2007,74.0,78.1,68.6,26.0,21.9,31.4
Turnišče,2008,75.0,78.9,69.9,25.0,21.1,30.1
Turnišče,2009,70.4,74.0,65.3,29.6,26.0,34.7
Turnišče,2010,70.7,73.7,66.8,29.3,26.3,33.2
Turnišče,2011,73.4,75.8,70.2,26.6,24.2,29.8
Turnišče,2012,72.5,74.5,70.1,27.5,25.5,29.9
Turnišče,2013,72.8,75.2,69.8,27.2,24.8,30.2
Turnišče,2014,71.1,72.9,68.9,28.9,27.1,31.1
Turnišče,2015,72.6,73.7,71.2,27.4,26.3,28.8
Turnišče,2016,72.2,74.4,69.5,27.8,25.6,30.5
Turnišče,2017,73.1,74.7,71.2,26.9,25.3,28.8
Turnišče,2018,73.4,75.8,70.8,26.6,24.2,29.2
Turnišče,2019,73.5,76.4,70.3,26.5,23.6,29.7
Velenje,2000,16.8,16.4,17.4,83.2,83.6,82.6
Velenje,2001,17.9,17.2,18.7,82.1,82.8,81.3
Velenje,2002,19.3,19.0,19.8,80.7,81.0,80.2
Velenje,2003,21.5,21.4,21.6,78.5,78.6,78.4
Velenje,2004,22.0,21.8,22.3,78.0,78.2,77.7
Velenje,2005,22.1,21.7,22.6,77.9,78.3,77.4
Velenje,2006,23.7,23.3,24.3,76.3,76.7,75.7
Velenje,2007,25.4,24.8,26.1,74.6,75.2,73.9
Velenje,2008,27.2,26.3,28.3,72.8,73.7,71.7
Velenje,2009,26.4,25.4,27.7,73.6,74.6,72.3
Velenje,2010,29.2,29.3,29.1,70.8,70.7,70.9
Velenje,2011,30.6,31.1,30.1,69.4,68.9,69.9
Velenje,2012,31.5,32.3,30.6,68.5,67.7,69.4
Velenje,2013,31.3,31.6,30.9,68.7,68.4,69.1
Velenje,2014,31.7,32.2,31.1,68.3,67.8,68.9
Velenje,2015,32.3,32.1,32.6,67.7,67.9,67.4
Velenje,2016,33.5,32.7,34.4,66.5,67.3,65.6
Velenje,2017,34.7,34.6,34.8,65.3,65.4,65.2
Velenje,2018,35.5,36.0,35.0,64.5,64.0,65.0
Velenje,2019,36.3,36.1,36.5,63.7,63.9,63.5
Velika Polana,2000,75.8,81.6,69.0,24.2,18.4,31.0
Velika Polana,2001,76.4,83.0,68.1,23.6,17.0,31.9
Velika Polana,2002,76.4,82.3,68.8,23.6,17.7,31.2
Velika Polana,2003,76.9,83.8,67.6,23.1,16.2,32.4
Velika Polana,2004,79.8,89.1,67.2,20.2,10.9,32.8
Velika Polana,2005,84.4,88.5,77.4,15.6,11.5,22.6
Velika Polana,2006,86.5,90.4,80.9,13.5,9.6,19.1
Velika Polana,2007,88.2,90.0,85.4,11.8,10.0,14.6
Velika Polana,2008,86.9,88.8,84.2,13.1,11.2,15.8
Velika Polana,2009,85.0,87.5,81.3,15.0,12.5,18.7
Velika Polana,2010,85.6,87.5,82.9,14.4,12.5,17.1
Velika Polana,2011,88.1,89.5,86.3,11.9,10.5,13.7
Velika Polana,2012,87.3,88.2,86.1,12.7,11.8,13.9
Velika Polana,2013,85.8,87.4,83.8,14.2,12.6,16.2
Velika Polana,2014,86.2,88.3,83.6,13.8,11.7,16.4
Velika Polana,2015,86.8,88.4,84.8,13.2,11.6,15.2
Velika Polana,2016,87.0,89.2,84.3,13.0,10.8,15.7
Velika Polana,2017,86.2,87.2,84.9,13.8,12.8,15.1
Velika Polana,2018,86.5,88.2,84.4,13.5,11.8,15.6
Velika Polana,2019,85.7,87.2,84.1,14.3,12.8,15.9
Velike Lašče,2000,79.4,78.3,80.8,20.6,21.7,19.2
Velike Lašče,2001,79.4,77.6,81.5,20.6,22.4,18.5
Velike Lašče,2002,79.4,76.9,82.6,20.6,23.1,17.4
Velike Lašče,2003,79.8,78.5,81.5,20.2,21.5,18.5
Velike Lašče,2004,81.1,79.8,82.6,18.9,20.2,17.4
Velike Lašče,2005,81.6,80.3,83.3,18.4,19.7,16.7
Velike Lašče,2006,81.5,80.6,82.6,18.5,19.4,17.4
Velike Lašče,2007,81.0,79.2,83.2,19.0,20.8,16.8
Velike Lašče,2008,81.0,79.1,83.5,19.0,20.9,16.5
Velike Lašče,2009,81.3,78.8,84.6,18.7,21.2,15.4
Velike Lašče,2010,80.2,77.9,82.9,19.8,22.1,17.1
Velike Lašče,2011,79.7,77.0,82.9,20.3,23.0,17.1
Velike Lašče,2012,79.7,77.2,82.6,20.3,22.8,17.4
Velike Lašče,2013,79.1,77.7,80.6,20.9,22.3,19.4
Velike Lašče,2014,78.7,77.2,80.4,21.3,22.8,19.6
Velike Lašče,2015,78.8,78.1,79.5,21.2,21.9,20.5
Velike Lašče,2016,77.6,76.3,79.1,22.4,23.7,20.9
Velike Lašče,2017,78.1,77.1,79.1,21.9,22.9,20.9
Velike Lašče,2018,77.6,75.8,79.7,22.4,24.2,20.3
Velike Lašče,2019,77.4,75.4,79.7,22.6,24.6,20.3
Veržej,2000,77.9,79.6,76.1,22.1,20.4,23.9
Veržej,2001,76.9,78.7,74.9,23.1,21.3,25.1
Veržej,2002,74.7,78.1,70.9,25.3,21.9,29.1
Veržej,2003,74.6,78.1,70.4,25.4,21.9,29.6
Veržej,2004,76.1,79.9,71.8,23.9,20.1,28.2
Veržej,2005,74.9,77.6,71.8,25.1,22.4,28.2
Veržej,2006,76.3,80.4,71.7,23.7,19.6,28.3
Veržej,2007,76.9,79.8,73.7,23.1,20.2,26.3
Veržej,2008,77.0,78.7,74.9,23.0,21.3,25.1
Veržej,2009,76.3,76.9,75.5,23.7,23.1,24.5
Veržej,2010,76.9,78.2,75.3,23.1,21.8,24.7
Veržej,2011,77.1,78.5,75.4,22.9,21.5,24.6
Veržej,2012,77.3,78.5,76.0,22.7,21.5,24.0
Veržej,2013,78.5,80.2,76.6,21.5,19.8,23.4
Veržej,2014,79.5,80.3,78.6,20.5,19.7,21.4
Veržej,2015,78.8,80.4,77.0,21.2,19.6,23.0
Veržej,2016,80.0,82.4,77.3,20.0,17.6,22.7
Veržej,2017,78.3,81.8,74.7,21.7,18.2,25.3
Veržej,2018,78.6,82.1,75.3,21.4,17.9,24.7
Veržej,2019,79.0,83.1,74.8,21.0,16.9,25.2
Videm,2000,88.8,88.8,88.9,11.2,11.2,11.1
Videm,2001,88.4,88.8,88.0,11.6,11.2,12.0
Videm,2002,88.1,88.3,87.9,11.9,11.7,12.1
Videm,2003,88.0,88.7,87.1,12.0,11.3,12.9
Videm,2004,88.1,88.8,87.3,11.9,11.2,12.7
Videm,2005,88.8,89.5,87.9,11.2,10.5,12.1
Videm,2006,88.3,88.7,87.8,11.7,11.3,12.2
Videm,2007,88.7,89.4,87.7,11.3,10.6,12.3
Videm,2008,88.2,88.2,88.2,11.8,11.8,11.8
Videm,2009,86.9,86.6,87.4,13.1,13.4,12.6
Videm,2010,86.8,86.7,86.9,13.2,13.3,13.1
Videm,2011,86.0,86.0,86.0,14.0,14.0,14.0
Videm,2012,85.7,85.3,86.1,14.3,14.7,13.9
Videm,2013,85.6,86.0,85.0,14.4,14.0,15.0
Videm,2014,86.1,86.8,85.3,13.9,13.2,14.7
Videm,2015,86.3,87.6,84.7,13.7,12.4,15.3
Videm,2016,86.8,87.9,85.4,13.2,12.1,14.6
Videm,2017,87.2,88.0,86.2,12.8,12.0,13.8
Videm,2018,87.2,88.0,86.2,12.8,12.0,13.8
Videm,2019,87.1,88.2,85.8,12.9,11.8,14.2
Vipava,2000,67.4,67.1,67.8,32.6,32.9,32.2
Vipava,2001,68.8,68.7,68.8,31.2,31.3,31.2
Vipava,2002,68.6,68.2,69.0,31.4,31.8,31.0
Vipava,2003,70.3,71.2,69.2,29.7,28.8,30.8
Vipava,2004,69.9,70.5,69.1,30.1,29.5,30.9
Vipava,2005,70.1,70.2,70.1,29.9,29.8,29.9
Vipava,2006,70.7,70.4,71.1,29.3,29.6,28.9
Vipava,2007,71.5,71.1,72.1,28.5,28.9,27.9
Vipava,2008,71.2,71.0,71.6,28.8,29.0,28.4
Vipava,2009,70.9,70.6,71.2,29.1,29.4,28.8
Vipava,2010,70.1,70.6,69.5,29.9,29.4,30.5
Vipava,2011,69.8,70.5,69.0,30.2,29.5,31.0
Vipava,2012,69.7,69.3,70.0,30.3,30.7,30.0
Vipava,2013,69.4,68.8,70.0,30.6,31.2,30.0
Vipava,2014,70.0,69.2,70.9,30.0,30.8,29.1
Vipava,2015,69.7,68.3,71.5,30.3,31.7,28.5
Vipava,2016,70.4,69.9,71.0,29.6,30.1,29.0
Vipava,2017,70.2,69.6,71.0,29.8,30.4,29.0
Vipava,2018,70.1,69.4,70.8,29.9,30.6,29.2
Vipava,2019,70.5,69.8,71.3,29.5,30.2,28.7
Vitanje,2000,71.4,68.0,76.1,28.6,32.0,23.9
Vitanje,2001,72.6,69.7,76.7,27.4,30.3,23.3
Vitanje,2002,72.9,70.2,76.8,27.1,29.8,23.2
Vitanje,2003,74.6,72.8,77.1,25.4,27.2,22.9
Vitanje,2004,74.4,72.4,77.4,25.6,27.6,22.6
Vitanje,2005,74.3,72.7,76.5,25.7,27.3,23.5
Vitanje,2006,74.7,73.0,77.0,25.3,27.0,23.0
Vitanje,2007,75.1,74.0,76.5,24.9,26.0,23.5
Vitanje,2008,74.5,72.4,77.6,25.5,27.6,22.4
Vitanje,2009,76.6,75.8,77.9,23.4,24.2,22.1
Vitanje,2010,76.5,76.0,77.1,23.5,24.0,22.9
Vitanje,2011,77.8,76.6,79.4,22.2,23.4,20.6
Vitanje,2012,77.7,77.7,77.8,22.3,22.3,22.2
Vitanje,2013,77.7,77.5,78.1,22.3,22.5,21.9
Vitanje,2014,78.4,78.8,77.8,21.6,21.2,22.2
Vitanje,2015,78.7,78.9,78.3,21.3,21.1,21.7
Vitanje,2016,79.1,79.7,78.1,20.9,20.3,21.9
Vitanje,2017,80.5,81.6,79.0,19.5,18.4,21.0
Vitanje,2018,81.7,83.1,79.4,18.3,16.9,20.6
Vitanje,2019,81.3,82.2,80.1,18.7,17.8,19.9
Vodice,2000,82.1,78.5,86.4,17.9,21.5,13.6
Vodice,2001,82.6,78.8,87.0,17.4,21.2,13.0
Vodice,2002,82.9,79.7,86.5,17.1,20.3,13.5
Vodice,2003,82.4,79.1,86.2,17.6,20.9,13.8
Vodice,2004,82.8,78.8,87.4,17.2,21.2,12.6
Vodice,2005,82.5,79.0,86.5,17.5,21.0,13.5
Vodice,2006,82.1,78.7,86.0,17.9,21.3,14.0
Vodice,2007,82.2,79.3,85.6,17.8,20.7,14.4
Vodice,2008,81.8,77.9,86.3,18.2,22.1,13.7
Vodice,2009,81.5,77.2,86.5,18.5,22.8,13.5
Vodice,2010,80.9,75.9,86.4,19.1,24.1,13.6
Vodice,2011,80.6,75.8,86.0,19.4,24.2,14.0
Vodice,2012,80.6,76.0,85.7,19.4,24.0,14.3
Vodice,2013,79.9,74.9,85.5,20.1,25.1,14.5
Vodice,2014,79.8,74.5,85.7,20.2,25.5,14.3
Vodice,2015,79.1,74.6,84.2,20.9,25.4,15.8
Vodice,2016,78.8,73.5,84.6,21.2,26.5,15.4
Vodice,2017,78.1,73.2,83.8,21.9,26.8,16.2
Vodice,2018,78.5,73.4,84.5,21.5,26.6,15.5
Vodice,2019,80.8,77.1,84.9,19.2,22.9,15.1
Vojnik,2000,80.6,79.5,81.9,19.4,20.5,18.1
Vojnik,2001,81.4,80.0,83.3,18.6,20.0,16.7
Vojnik,2002,81.8,80.7,83.3,18.2,19.3,16.7
Vojnik,2003,81.3,80.5,82.4,18.7,19.5,17.6
Vojnik,2004,81.2,80.3,82.5,18.8,19.7,17.5
Vojnik,2005,81.4,80.5,82.8,18.6,19.5,17.2
Vojnik,2006,81.1,80.3,82.2,18.9,19.7,17.8
Vojnik,2007,81.0,79.7,82.7,19.0,20.3,17.3
Vojnik,2008,80.8,79.6,82.4,19.2,20.4,17.6
Vojnik,2009,80.0,78.7,81.6,20.0,21.3,18.4
Vojnik,2010,79.9,79.0,81.1,20.1,21.0,18.9
Vojnik,2011,80.0,78.8,81.5,20.0,21.2,18.5
Vojnik,2012,79.4,77.9,81.3,20.6,22.1,18.7
Vojnik,2013,79.2,77.6,81.0,20.8,22.4,19.0
Vojnik,2014,78.6,77.1,80.5,21.4,22.9,19.5
Vojnik,2015,78.6,77.0,80.6,21.4,23.0,19.4
Vojnik,2016,78.4,77.0,80.0,21.6,23.0,20.0
Vojnik,2017,78.6,76.8,80.8,21.4,23.2,19.2
Vojnik,2018,78.9,77.0,81.1,21.1,23.0,18.9
Vojnik,2019,79.4,78.2,80.9,20.6,21.8,19.1
Vransko,2000,70.1,72.3,67.6,29.9,27.7,32.4
Vransko,2001,68.5,70.1,66.6,31.5,29.9,33.4
Vransko,2002,69.5,72.6,65.7,30.5,27.4,34.3
Vransko,2003,67.4,68.9,65.5,32.6,31.1,34.5
Vransko,2004,69.7,73.5,65.1,30.3,26.5,34.9
Vransko,2005,71.2,74.4,67.3,28.8,25.6,32.7
Vransko,2006,71.6,74.8,67.7,28.4,25.2,32.3
Vransko,2007,71.7,75.0,67.6,28.3,25.0,32.4
Vransko,2008,72.1,75.8,67.5,27.9,24.2,32.5
Vransko,2009,71.8,75.3,67.8,28.2,24.7,32.2
Vransko,2010,72.7,75.4,69.5,27.3,24.6,30.5
Vransko,2011,74.4,74.7,74.1,25.6,25.3,25.9
Vransko,2012,73.6,73.8,73.3,26.4,26.2,26.7
Vransko,2013,76.2,80.4,71.7,23.8,19.6,28.3
Vransko,2014,77.4,81.1,73.5,22.6,18.9,26.5
Vransko,2015,77.4,80.4,74.2,22.6,19.6,25.8
Vransko,2016,78.3,81.1,75.4,21.7,18.9,24.6
Vransko,2017,79.6,82.5,76.5,20.4,17.5,23.5
Vransko,2018,80.1,82.9,77.2,19.9,17.1,22.8
Vransko,2019,80.2,82.6,77.8,19.8,17.4,22.2
